id,tempo,energy,loudness,valence,Intensity
1ZH2yo6m7tmKXHQVtvVvo9,98.97,0.558,-7.553,0.27,2
2fBImyKfTG6MTIZwqGhnpo,127.013,0.89,-5.582,0.397,1
3CRtbOoAP82y0VbPO5j1ft,120.483,0.27,-9.935,0.234,2
2g5mRPp2CKQnSyGZlEmQSI,126.005,0.394,-9.656,0.233,2
7cHhpJV9fC2AqgdiLvq1AO,131.989,0.836,-4.621,0.916,1
5aXgz1oKK8Q9z9xvTmSnrO,105.955,0.615,-8.245,0.039,2
10VGirghK8scti9gNw2NTw,119.906,0.621,-9.657,0.0616,2
4faDlXyZMSxEuxBdd5gDIz,116.955,0.737,-4.306,0.577,1
0vFlzyabdl9mi1NKUcQDC2,184.097,0.549,-5.506,0.721,1
6CRMSbYypKAf9XubEsmvkN,121.839,0.531,-7.63,0.309,2
55Am8neGJkdj2ADaM3aw5H,77.355,0.485,-5.726,0.225,2
13AxsHppGvU1LsftFSuAJV,172.482,0.43,-8.242,0.401,2
0lsRatBUs9HNIZAmoGABzk,126.754,0.412,-7.523,0.537,2
6qS66tgZSJABlsorG6vOiZ,78.366,0.352,-6.934,0.339,2
0cHAXbQfTlBIJrzIOW8kUv,103.582,0.0861,-15.326,0.225,0
0KOenusM2ayoQfGrhBf5Q9,177.472,0.0152,-30.165,0.0599,0
00c6I4e1BL1vqbD97KIh50,121.004,0.595,-6.865,0.415,2
4iQnJ1nbzIqRirVI1Q2ig8,184.112,0.471,-8.184,0.312,2
3fo3jqinCouHb6WUmH7gct,135.992,0.269,-15.806,0.649,0
0Z26mbSHJ1dkUu7g9DDgif,97.285,0.585,-7.041,0.378,2
6OyDjQiFgIX4JnnfQ9zYf8,109.973,0.357,-9.657,0.55,2
5lDnwrgB8TYpr2r5FRcaox,110.942,0.734,-4.857,0.939,1
6s8nHXTJVqFjXE4yVZPDHR,106.012,0.863,-3.689,0.965,1
3HWzoMvoF3TQfYg4UPszDq,158.087,0.624,-3.046,0.412,1
2Q3uUxPpTKY4MjY5SRFSHK,200.0,0.802,-5.043,0.36,1
1hFGZERmXnX32CFpeE0UAv,169.925,0.834,-2.584,0.54,1
0DHh3p0g7qmNNfNdRNwL6N,124.003,0.754,-7.262,0.198,2
6phWVUn5CCTCRBepIKnf6D,139.48,0.943,-2.808,0.165,2
2Pqs2x5vsYhkGhV8W28vbr,139.93,0.975,-2.329,0.178,1
5vTtANNlQK5UhwfooDek5y,102.289,0.703,-3.36,0.193,2
7CO6OgDzLV3HQfyGxTtNmC,134.41,0.412,-16.194,0.247,0
2EPOgSRhA90xWGVtNZwEv8,137.177,0.538,-4.551,0.165,2
1pNIbZ1F7CJmk60h6UJaVg,118.881,0.734,-6.059,0.552,1
0Gx85FNdpsYyTfHiumSJfk,124.013,0.591,-7.725,0.478,2
0bEujOeS7AlxwamX5PtmWj,125.883,0.278,-14.16,0.312,0
6lR6VBmCIm7gZwE4msLdb9,130.028,0.82,-3.103,0.725,1
2yGoDgXVtN6V8zfvv6Azr2,138.105,0.688,-3.715,0.724,1
2LcXJP95e4HKydTZ2mYfrx,84.784,0.604,-8.732,0.75,1
4r8JqkhpTb5tzSKKHnVJIJ,131.903,0.423,-8.702,0.509,2
47l2Dd3XPBLio3kjbEMyDJ,80.998,0.712,-6.119,0.486,2
62kyw2ux2p0CZ7pKWtM6QO,149.839,0.236,-9.733,0.413,2
7uNnlVit5qDvfOje0pqICF,93.895,0.47,-8.929,0.167,2
2EN5aTDtX8852Ih3ss8Rih,149.934,0.702,-9.343,0.562,1
00ake6KfnzbZ2MaRLGqsyX,87.425,0.726,-6.504,0.532,1
1wnozUBSe7OMpmZiTPJC5j,114.987,0.621,-9.773,0.566,1
4hq0S6wznq7SHDyMOFXL9i,111.013,0.91,-4.248,0.77,1
2ILhVeTkbDAYEvesCCBsNo,81.131,0.448,-10.365,0.356,2
6qNyL8lZuqFmy9ginJRQOZ,92.015,0.526,-6.246,0.774,1
1ax8ZuwRVkSdzzsIqyCNWQ,107.985,0.745,-8.636,0.882,1
67awxiNHNyjMXhVgsHuIrs,100.014,0.799,-4.1,0.0815,2
5zMhffNDxrbACpJDurjm85,136.01,0.56,-8.015,0.223,2
28CIZlnlzpZpuF03qmIrLO,144.979,0.82,-5.19,0.735,1
6vw4YLRXNvtFxA2yxVrR6H,101.999,0.462,-10.538,0.845,1
2QFyOnJfJ49OnNgMvKXvTM,109.107,0.0182,-20.969,0.114,0
1Y5MJnYsIi3Qlifvss4jPI,124.003,0.884,-4.323,0.789,1
0MmCl4yQEe32SCPxkBMjVF,100.005,0.0403,-19.204,0.383,0
7fc3QaJG2mxST3aUBED9oz,119.995,0.431,-16.07,0.37,0
1Be5DivcHJJV6hFLoEbnnQ,120.178,0.931,-7.695,0.89,1
4PveqlRhgkZWEeiwEaQ4XS,119.976,0.864,-4.937,0.801,1
3jLdiUB8VSt4n5dL2z4OoW,89.982,0.832,-6.131,0.742,1
5ZsAhuQ24mWHiduaxJqnhW,144.961,0.817,-6.187,0.483,1
0og9wKFGgFFNQnrBe7eisG,132.032,0.792,-9.815,0.306,2
0I0ZackSSk90oGUJtfKnJd,106.977,0.22,-17.295,0.625,0
5PUawWFG1oIS2NwEcyHaCr,149.963,0.962,-2.616,0.676,1
2FX5HPP1FNNuLlt2UU9os7,79.338,0.446,-11.327,0.141,2
20PbUoGyGk7jJgLAgqlauh,100.099,0.86,-5.316,0.512,1
2FjoCQaBoiEKs3FCvD0HkR,188.056,0.422,-7.081,0.579,1
5AHv9EwEWsUdddO47VGDSN,130.013,0.66,-7.138,0.676,1
51DZ0wUocQ8sQfjnibXVcD,154.909,0.811,-7.774,0.817,1
78ZqaiZIPi5XDdA25FkZfY,129.999,0.963,-4.464,0.087,2
5FTUpBQdEaXmuatI630Unk,128.06,0.907,-5.131,0.483,1
5IgjP7X4th6nMNDh4akUHb,116.992,0.69,-5.529,0.31,2
5Brbi6yyDD6JX8jG6qYE8V,94.315,0.0422,-19.981,0.0388,0
3qG3S4Ptt7EFCtKi5ZroG2,87.557,0.665,-5.874,0.5,2
6mwqPlu3hseXAoR2T5dLad,122.057,0.708,-7.477,0.448,1
0ZnpSil0JjchG4yAuPGqkE,133.025,0.467,-12.789,0.337,2
0xD23i0X1WjqMSYIxRfO80,194.033,0.572,-7.328,0.0414,2
6tTPc9BEDYExwIEg8QGxvL,184.573,0.677,-5.395,0.304,1
3B54sVLJ402zGa6Xm4YGNe,97.985,0.769,-5.043,0.733,1
3nqQXoyQOWXiESFLlDF1hG,131.121,0.472,-7.375,0.238,2
2Jn3wcH9TSCFMQjlWreTft,130.072,0.893,-5.261,0.369,1
70fplFXL4KuVzC0K9UkzK3,92.608,0.363,-14.0,0.412,0
7eJja8Vmb4TAj46iq283dV,127.012,0.755,-13.589,0.319,2
6GH4tLwGW6HliKbZBdt6hD,77.849,0.214,-12.261,0.189,0
6t0AlThJmJEWcS23ovAkqS,130.024,0.561,-8.242,0.712,1
1K0AENxzuLi4M420wUlvPT,81.331,0.468,-9.588,0.248,2
5VEHaQwMTluOyIFRx6VrkZ,77.04,0.433,-6.964,0.267,2
0smg4CHGXE5Xkc9oCmfHQq,162.308,0.0884,-19.165,0.0392,0
32PhjU1DfXj2QkmvH5SleQ,82.642,0.202,-16.954,0.053,0
137mSruegm1u6x9NvwiagR,99.757,0.333,-10.109,0.37,2
2XqZzcVr6hkdwEO5Wc3kaj,90.008,0.124,-20.872,0.185,0
1Y3LN4zO1Edc2EluIoSPJN,101.19,0.55,-5.339,0.342,2
2w5aTimRJjWefNoXaoCpd4,139.861,0.596,-6.721,0.464,1
0spKf9fb4r51pXVWy2e8P0,182.876,0.111,-17.528,0.378,0
06vNG6CiV4k8oNA0wUUAO7,95.451,0.148,-10.449,0.228,0
78CpmGK47wePWOuKZhnus1,75.025,0.122,-14.517,0.147,0
5Z7GaqteKAcVPpx0tOCMh1,90.037,0.303,-7.268,0.229,2
23wbvIPlLBO8Ef3kceOCYO,134.121,0.812,-5.543,0.855,1
4nZhS4vsnO50wnSyMJraBj,120.022,0.444,-9.635,0.566,2
59z0L6S0GDNCiliSk3yiX0,114.841,0.584,-6.574,0.0805,2
5dry5tz8yLcLuOJ3l6ZEQd,118.009,0.931,-4.042,0.775,1
7FjKU2mfpEpvKIbx8naZRk,120.656,0.474,-6.355,0.262,2
0OLWYUpvxIMWkQtFXKfZ82,124.987,0.475,-7.067,0.389,2
3QSjVPObHxuAJc3E5nrjRn,160.013,0.634,-5.875,0.306,2
6KZOm8qhzI55JGXilaoqXO,145.98,0.412,-11.406,0.353,2
0V5b2pTxulwbWygiF1NjDL,100.983,0.74,-6.646,0.337,2
5XqmNCCleex8nzKmILOjTD,167.544,0.231,-9.684,0.359,2
1MhHomaXgrPMBroXkpWSSa,97.974,0.61,-6.887,0.314,2
4WTXH3F4P3vHmRbpZeTYn3,104.612,0.559,-4.139,0.347,2
7gRXgnx8qh6uJgdqOv9xDX,140.065,0.509,-10.368,0.0363,2
2pi6faPBZfcovmZ2209HKE,104.009,0.423,-8.639,0.335,2
31phvnfUfwzi0nf3dO814j,108.001,0.754,-7.555,0.65,1
19QuBoXBdIx5daVz5c2qRg,80.018,0.612,-6.074,0.913,1
5nN3rW4xxQwFPCXPxSowkc,109.986,0.786,-4.518,0.889,1
7lSZpgUg8R79pC49uc6IHX,94.99,0.493,-10.386,0.08,2
6T6D9CIrHkALcHPafDFA6L,96.924,0.671,-7.45,0.297,2
3pj4VZpb4NQ6WoBXcnqt0p,161.072,0.59,-7.191,0.569,1
11xIlE0tobLmzoFyKRCfWp,149.982,0.853,-7.64,0.67,1
7IezwtVIJIPC36LpKMR9d7,119.973,0.716,-7.158,0.48,1
3Ukt7NkeA9noJ8b0vU8sNO,95.1,0.63,-6.151,0.536,2
7cPojUq1xFAIcksvhFp4DV,129.713,0.494,-10.52,0.749,1
143cmFq0tYYEyBBgebawtb,54.693,0.054,-27.712,0.0352,0
4sDNW7eWnH8F3r5gP3knCa,89.987,0.328,-13.802,0.116,0
3zM5JfQf6e7EfrjaBGRvy5,143.036,0.0705,-13.932,0.542,0
1mea3bSkSGXuIRvnydlB5b,138.015,0.617,-7.115,0.417,2
3ynQDaaaAZaglJROmRrAg8,97.946,0.203,-11.362,0.287,0
44ZvGHCfSepSyr6rH9yfGe,135.579,0.448,-13.081,0.749,1
1xNX0vjL6QRIHMV3XrpcOC,98.05,0.577,-6.817,0.276,2
7AEcphXUR52QGYxdZ8TDVI,75.475,0.335,-12.749,0.0397,0
5zxZ7M4RgWZUHlMEwac8vt,90.015,0.759,-5.222,0.396,2
4LUJzSLpBtgH3dpOH7J7Nf,141.85,0.403,-8.345,0.16,2
2wXioTynVwrEWYRv6R6vEj,84.183,0.582,-7.912,0.346,2
3EgB8iPVz7i8z9SGr3VvsZ,100.017,0.896,-6.456,0.542,1
6Bwa70yQ1HzKx9CODkRcuk,100.281,0.262,-10.505,0.141,2
2jxzgYJKUfQnjxfUMPuaeO,87.504,0.235,-14.855,0.0532,0
5XemvyG79fcKPl5lgbhplq,121.925,0.66,-3.834,0.963,1
4Oun2ylbjFKMPTiaSbbCih,133.073,0.454,-7.509,0.357,2
5MNfAmHvsqOliIxtwiFzsz,143.56,0.858,-4.629,0.522,1
6ZYxNjuAU9Vy3VtF6W1dtE,85.016,0.504,-9.113,0.275,2
17KJtuPACSBQUNc5XBtrFG,94.978,0.647,-6.213,0.539,1
63CGV6P4cEYZvUgvVhZWAl,111.976,0.513,-8.516,0.647,1
0Ae8mL3jmEVedZaPMaCZqo,160.026,0.961,-1.095,0.758,1
6YKCEtfZXXyionWJPtT5jb,101.989,0.637,-5.63,0.389,2
2IM8UcsHElXjQkkhlOuODo,124.011,0.535,-7.656,0.337,2
7yNgSAuwbDJcdRNrBDtKPq,158.317,0.827,-6.343,0.418,1
1nhlcMuUhvvVY80i75ZI5k,102.48,0.998,3.01,0.547,1
1KMkcUvF7m3SDChDOa7i5L,93.005,0.413,-7.357,0.467,2
1EHUQesfVKwbthtNcpBi9g,92.56,0.469,-6.257,0.467,2
65tX8MBdsnTiwy9UoIPHzr,139.88,0.601,-7.887,0.156,2
7mYrw8DN9vDg1c5qqpDboC,100.052,0.781,-7.819,0.188,2
3ZBeHiRJUj1vdiU8zzGPgb,181.296,0.334,-10.993,0.496,2
46z6ENU51UUGeRam2fWrQW,120.013,0.731,-2.343,0.602,1
3rTnGUeDrnZV22DvRuUuXr,147.911,0.229,-10.514,0.0754,2
6aw4F3Z8ckzL7WOiJAz2aO,85.295,0.579,-6.779,0.283,2
78v8ad1iLTlfLbam4qvzNu,104.964,0.7,-4.264,0.214,2
5t8BsfzrBJGJhyX3ndE8pU,122.004,0.524,-7.451,0.916,1
6ZGpWsjuyCd3URKAeFiOLS,155.039,0.489,-12.757,0.228,2
2P4OICZRVAQcYAV2JReRfj,127.999,0.736,-3.863,0.613,1
1V4Bq9kYHMk9yILUp5z3o3,170.005,0.961,-4.139,0.323,1
6CHEXrXeVRpBZdJMSK7Pgv,115.979,0.678,-7.134,0.747,1
0ikz6tENMONtK6qGkOrU3c,81.548,0.573,-11.893,0.897,1
4dq7XLDmFHNwc1yqL339qT,131.001,0.816,-4.516,0.363,1
6K6OCvFQ4i7KKfGJsOAqY1,116.661,0.374,-6.743,0.393,2
6p32QWiSKe66Cjuf5hJ99P,151.939,0.847,-3.743,0.811,1
6IilOt8IAEuoy8yMpUVrzG,104.045,0.529,-7.878,0.0675,2
0BZY839qKXibapu4S0GYE2,160.71,0.56,-5.448,0.59,1
4T7X4NprJzs7GYfYP97ify,125.026,0.573,-8.189,0.968,1
0qbP1p2jMDkCKXIanfmYtI,97.995,0.787,-3.696,0.624,1
7CcoUAtUcYhUfBsmtn0ajO,81.986,0.439,-10.212,0.618,2
1TYPv1m4WCmSuoE48RIBAe,77.028,0.24,-13.585,0.517,0
4N2LGoEJi3aGDgEAnsjtBz,81.713,0.404,-11.092,0.129,2
1ZWaiAcAc7BTsrTgwTXmnn,91.262,0.138,-11.135,0.054,0
7HSRAgn32twkHnYAwE1KQB,65.011,0.103,-17.153,0.115,0
1y3bE5i57eUm3hfLAc7h08,100.008,0.761,-5.339,0.147,2
2cobxVQ4iAJgTsruHYcmEW,69.279,0.0261,-37.242,0.147,0
7ouW02587AzIaGnK0gh8St,67.855,0.00906,-34.559,0.133,0
0CJuLeZpCdqrqoCMXWZw8k,47.362,0.128,-20.459,0.113,0
3DGp0Eb7ilf932voLGb9di,131.98,0.0703,-26.509,0.0397,0
1Pn56GdZ3t4dvSl3yRJHsS,131.932,0.821,-5.791,0.83,1
3wqPinf9whHeT7y9EApaPM,104.897,0.653,-5.645,0.18,2
1XazlqB4YAtvouCmJPWXlM,144.065,0.686,-4.911,0.334,2
5ACZOGjT6I5He0pDZED56Z,169.827,0.724,-7.02,0.465,1
6BP729RazoZBV8nrOUJI85,92.528,0.782,-6.827,0.342,2
1Qu24vc8msUVLcMZWa4k1x,143.923,0.443,-6.76,0.621,1
14gmLQPNYokqB8OKxAp69f,84.996,0.671,-6.426,0.572,1
134KuDqugUFSbDUk0kZmLk,80.014,0.835,-4.049,0.463,1
0WSPIU3Y3bNXsGeKnzSnt1,92.463,0.446,-8.87,0.0384,2
4Ac2bceYSTixYBY3C4U0Ls,105.02,0.974,-2.982,0.441,1
3f4fc8c8unrQeKecmUPEDR,185.121,0.478,-10.145,0.0412,2
0PXX5s9SXJWYWaYTg29oZc,119.97,0.721,-6.487,0.316,2
0Qk5uOiuYeZkcSFaGu9oDi,104.99,0.725,-7.403,0.0765,2
3k41ZHvuyTv2xCcJMv6O4R,121.374,0.574,-8.049,0.527,1
1HYnjKqSSHh1tdl2Hi57zH,168.844,0.407,-9.665,0.244,2
3S8MFB68isPbRVgaU0MaIW,169.77,0.993,-3.481,0.614,1
3LR769KBhvZzdP4D2oDXEe,150.045,0.46,-4.502,0.679,1
4IhKLu7Vk3j2TLmnFPl6To,133.975,0.504,-5.572,0.551,1
1G1R0XgChe18Zr1o6tlmN6,120.443,0.26,-10.045,0.121,2
6UelLqGlWMcVH1E5c4H7lY,95.39,0.816,-4.209,0.557,1
5Ne1q9Hv3l2NHBA3Agt8WT,90.986,0.656,-6.038,0.346,2
4If7JKEkzeY0WusIrOdQlC,108.024,0.338,-8.16,0.927,1
4YMSk1mVIn9R6OBhXy8EXg,158.049,0.728,-4.902,0.818,1
3H4YWvfSUZ4ODnSSn7S6CZ,102.009,0.785,-4.057,0.105,2
5PTsOdz21tg6lwzEXYEiY0,125.983,0.711,-4.163,0.412,1
7cFFhb9Wz2ZXLSpEk2VDKd,130.024,0.941,-3.278,0.45,1
0y1QJc3SJVPKJ1OvFmFqe6,163.255,0.505,-8.022,0.337,2
4CPmM2bmlVbEKmQV8NDlFt,121.78,0.513,-8.492,0.391,2
2nh31QOuQ0OI1jOWcLAUYW,103.984,0.931,-3.125,0.359,1
0c2QSnUu7pClTD0dbbIpe0,126.755,0.297,-11.143,0.192,2
4lhqal0Hq63U2wETCeBdG1,127.102,0.974,-4.041,0.306,1
1PCvKFPWnTXAe2oaReVUcr,125.013,0.935,-4.317,0.567,1
0Vct1PkjAYGH2X4iwNVR71,150.078,0.782,-5.179,0.349,1
3gVV0DGSBD2XKsNXqzTb2r,171.898,0.56,-8.816,0.404,1
3Cx4yrFaX8CeHwBMReOWXI,145.024,0.967,-5.206,0.895,1
5wZaaubNHXWIJfNkNp96UN,159.879,0.553,-6.881,0.369,2
37FXw5QGFN7uwwsLy8uAc0,100.017,0.563,-8.053,0.352,2
1nTH6eMMt4MXqvu9GGLn4Y,85.004,0.21,-17.027,0.239,0
0LYSwFvIyMLMlryI1g2qx1,129.969,0.438,-13.475,0.344,2
3obYzeG6ycjGPGVZyRmjTH,78.075,0.185,-24.819,0.369,0
00QyLmjxaSEE8qIZQjBXBj,171.966,0.899,-4.573,0.552,1
7uSZPbd8DxdkmSauCKnITY,145.034,0.491,-6.043,0.827,1
6ZYxNjuAU9Vy3VtF6W1dtE,85.016,0.504,-9.113,0.275,2
7MnG8sozByAdpyib11N9VJ,123.723,0.125,-17.047,0.365,0
2q1KFrPEfDI8o2sfK0DBT6,149.188,0.925,-6.298,0.923,1
7i1DkDc2j0yVsSt3jjDvk3,143.848,0.242,-13.546,0.112,0
5CmIIBRVQWLX2uXAkuBlS8,96.971,0.437,-6.877,0.814,1
5XGjHvW9kqp8QqFpMHmESt,96.64,0.581,-5.339,0.423,2
5BPnAI8n5mzIX48ZkXcMkl,163.581,0.522,-8.474,0.0801,2
5ZJNPYJvyv9kL2AtRwnY0G,140.101,0.306,-7.006,0.206,2
0G21yYKMZoHa30cYVi1iA8,123.544,0.987,-4.485,0.316,1
3JfHYZKy5JmE5Fv4gDTCiz,97.427,0.179,-10.906,0.346,0
5wQnmLuC1W7ATsArWACrgW,96.95,0.905,-4.103,0.236,2
1fC0uGs48Sb7GLioUe0tN4,124.06,0.932,-5.434,0.52,1
6ZblDQM0Gq0daaPAwuHOmD,95.476,0.438,-7.38,0.824,1
2nkoWsTZa8LKPNGdjI5uxj,104.989,0.715,-6.18,0.677,1
374x1VaWkYVtPHVKLxTDR1,139.835,0.199,-17.95,0.11,0
7rNun2AyLu4u4rQpRt0iS9,91.97,0.571,-7.169,0.539,2
3HkKACiwPslfBXkEyQp7TM,165.01,0.802,-7.231,0.691,1
7FGIEAVXfegxngH9Jg6VwA,143.99,0.463,-7.828,0.565,1
5WtfUKzXircvW8l5aaVZWT,132.861,0.467,-6.184,0.386,2
1Fzm9s6Fh1Eumj5tU4q20m,79.998,0.279,-10.786,0.372,2
1HimGOB6BjOaCQYMIF1xtU,163.862,0.647,-4.681,0.368,1
40ImNX8yY1W2uMk4y35YwN,58.664,0.0515,-28.014,0.183,0
4B0JvthVoAAuygILe3n4Bs,125.02,0.567,-8.118,0.793,1
1mFyfphkJZh8njixmeRAxF,68.955,0.103,-28.249,0.0224,0
18lR4BzEs7e3qzc0KVkTpU,120.119,0.93,-5.285,0.287,1
5hZZpyKrq8WB2jVlCv7GJU,77.908,0.686,-7.243,0.391,2
4v7DgEMw6EvYyuQ4eWFD9l,93.016,0.584,-5.047,0.395,2
6USdi8uX5GNAPYziFhisHb,84.394,0.366,-11.144,0.229,2
1XrSjpNe49IiygZfzb74pk,145.568,0.877,-4.369,0.436,1
4W1gUkq2TAOOFCBet3i3WR,144.988,0.318,-13.036,0.0897,0
2cY8x0jQ1wWEipUCouclsD,144.53,0.781,-3.469,0.74,1
1tkg4EHVoqnhR6iFEXb60y,83.995,0.548,-8.493,0.543,2
4ag2NopIt9GbMnJcedCw1K,103.032,0.704,-7.665,0.965,1
2IYe9rxH98uKdiyXXqrDrr,163.954,0.842,-3.917,0.3,1
7nEDAUk3l8RoSfgKYR5MRN,134.925,0.289,-12.646,0.0389,0
2z4U9d5OAA4YLNXoCgioxo,149.976,0.926,-3.689,0.877,1
5zsHmE2gO3RefVsPyw2e3T,95.036,0.755,-5.82,0.116,2
5N5WZOiDFjoxfejS2CnEqM,169.942,0.639,-3.01,0.5,1
161iaO13CvAJ3IZC2EtAEQ,89.829,0.0925,-15.885,0.245,0
6lbvpxfZWWnttBeFZHZL0U,100.019,0.413,-13.121,0.339,2
5rLyYxZNzca00ENADO9m54,109.994,0.814,-3.985,0.247,2
1Xy2tuw1Z2RvFiJEI538DT,116.793,0.568,-10.051,0.325,2
1PbSRXiNjqvW4VQ3HZUE0j,105.047,0.515,-6.918,0.63,1
3198LMj0bpnXj8Mb1GLo3u,76.235,0.0458,-19.031,0.617,0
780W6YW5HFANQLR77Owern,67.195,0.175,-12.038,0.235,0
6Hxw4iKjZOyPIHXgbOwVZq,91.997,0.936,-4.232,0.445,1
1qG2NSd9c8wddWFmPty7ib,123.909,0.367,-8.387,0.186,2
3td69vL9Py7Ai9wfXYnvji,140.886,0.938,-4.557,0.495,1
0U1W2LZVUX7qTm7dDpqxh6,147.148,0.691,-5.805,0.577,1
1jtRC9Uzq8oSqN8rVGR4eZ,104.985,0.767,-4.947,0.268,2
66hayvUbTotekKU3H4ta1f,139.432,0.781,-4.038,0.197,2
4FU3ZPmRf63ps3nV1d7qE8,139.983,0.778,-9.059,0.229,2
3OdAoVRBtEg3PfsXsVoqFg,88.045,0.482,-7.83,0.276,2
2IjthaptX4H9KQwEj52Bqx,178.069,0.668,-11.16,0.901,1
7e41gTSV9fKdsDqOgS47Wg,95.951,0.0244,-23.512,0.0266,0
7y93FcIlQj9c6xVHfKX3sA,122.028,0.346,-11.778,0.687,2
1B62o4CbdL9ckGvwsz2cgn,103.985,0.36,-10.109,0.37,2
6UHkwuFF6CXKMqBtDRxk8C,124.726,0.378,-11.234,0.429,2
6ECucSdJeJmSm3k1k3Vumv,132.021,0.863,-5.414,0.92,1
61YkyQUuii0m5rHxcD1ntq,159.933,0.347,-15.89,0.0803,0
3OKIDbSWTV9rS8dybKP1nB,80.019,0.5,-5.829,0.855,1
1QdVwO5xqAI88pNn2qfNjU,102.019,0.692,-5.647,0.944,1
3bL9bZ5TLKf5aYr14I7RaB,135.073,0.753,-3.169,0.367,1
1SqtxmYYWT2ZpqmMlytjoa,141.701,0.337,-8.0,0.0982,2
5TBWCX4Rgx7eRUs0QMtX7E,129.942,0.493,-9.947,0.195,2
2fVHrSxsQbJUuj9MW9zG1e,139.927,0.846,-4.595,0.475,1
7970tNYnUbiviAwCRJZZvq,68.885,0.393,-6.911,0.405,2
3TcL0dyCMyr0kyTTc4NLgI,101.019,0.927,-2.915,0.744,1
2LqPmrNUWC5xo33ONwdooI,96.06,0.0169,-28.927,0.0348,0
2JZixjPnrQ67VOPQRDKSmH,156.913,0.624,-5.758,0.438,1
7lozLnUfzcgEpMMVQI7yhA,113.01,0.67,-6.584,0.54,1
3NZfG8QhxT3vdf1NfeWPBt,121.986,0.815,-4.351,0.327,2
1byScELwcJffsdL5QWa6Yk,89.672,0.557,-4.917,0.623,1
2FpzO4dqbCUPtZUQDjcLL3,137.966,0.195,-17.651,0.229,0
6ixdUoTo8A2lXWVepTZnVA,91.948,0.436,-11.246,0.111,2
2Ic3ZpvOSXUsmXcIrFpwz4,130.009,0.867,-1.237,0.792,1
09rBX6mQFN1GFJgfqUQak5,120.065,0.305,-6.165,0.718,1
4oMyggIzClkOcCTvotFLkP,119.983,0.984,-1.638,0.931,1
0VWrjzI27JuwubRoKCaDF8,179.722,0.467,-12.006,0.388,2
2sLwPnIP3CUVmIuHranJZU,81.946,0.621,-6.886,0.721,1
4VFGpluBaU1WcquEMzhSz6,123.027,0.596,-8.989,0.876,1
6oaQuXiRKqQq9ITJBV1XmC,115.975,0.764,-8.096,0.0557,2
1NpW5kyvO4XrNJ3rnfcNy3,127.075,0.86,-5.324,0.437,1
2rzBvHM9h36Tpdj7Jdajka,139.995,0.848,-4.234,0.686,1
2GQomOm5bdbNnUooS3HEuF,85.013,0.352,-10.788,0.415,2
6qlcjGJPTZEwR8nf2nSe9C,108.992,0.768,-4.316,0.598,1
6MNW4nosn8RT9pN88p2zDA,91.092,0.69,-4.988,0.888,1
1ISbc05WTtcVh7q7QOXuu4,169.325,0.682,-10.208,0.646,1
3CdYdWhfe2yCB6gU3neEk6,75.024,0.719,-7.38,0.445,2
2PZsAka95UhR0uHFcI4xmI,110.01,0.766,-5.478,0.672,1
2mQBht3A5f5geE9va2hc61,119.854,0.218,-23.607,0.458,0
5v8aEcHcaJIGYpfVVPtJjI,72.991,0.569,-6.013,0.266,2
1kAkUHFb7ryeVkVSRD6Nkj,139.965,0.304,-13.086,0.185,0
5kGPIXJQJMLG1FGj38UlMo,117.658,0.735,-6.32,0.792,1
6mFkJmJqdDVQ1REhVfGgd1,122.861,0.262,-15.73,0.375,0
1BvSkVrXtnjTuyTR4Qa8be,158.071,0.468,-8.686,0.199,2
61gqGGcl6R5ZEPEtFz6TO3,125.583,0.237,-13.659,0.223,0
1e2HAlEuK8NAEYwXbr1BAO,110.994,0.708,-7.132,0.38,2
1e2HAlEuK8NAEYwXbr1BAO,110.994,0.708,-7.132,0.38,2
5Lu0vv78RmKZeBPpP1N8za,154.901,0.607,-6.399,0.356,2
6kq7CvFFZusechOUuuMftM,74.985,0.56,-9.363,0.282,2
1aF6jpITT6RzPxrYsZJeIm,119.938,0.572,-4.748,0.356,2
7lQ8MOhq6IN2w8EYcFNSUk,112.238,0.669,-2.827,0.662,1
6FZDfxM3a3UCqtzo5pxSLZ,136.041,0.488,-7.05,0.533,1
3tVDGN7KKX2QgQMQoTL8Dc,70.633,0.07,-19.499,0.055,0
435zzQGa0j1LOBGfUt4ZOZ,71.84,0.745,-4.617,0.536,1
2BGLJ2TvnOQwZ1pT81TIBl,80.03,0.678,-7.44,0.342,2
5Se9PXWc57LRT0zthjI5cG,101.987,0.525,-11.94,0.494,2
6Uj1ctrBOjOas8xZXGqKk4,107.998,0.764,-4.175,0.881,1
1HG8xfsFVtu415WNChKcoa,109.101,0.395,-9.503,0.37,2
6t9SqDxrkWMdaF7HkNGgzR,146.07,0.175,-24.782,0.351,0
2dm13KtTfScU9ObCzYzGyS,178.299,0.523,-9.502,0.374,2
3cvMKd8PNsfNyyXtxWil9o,96.016,0.879,-4.475,0.752,1
1bgKMxPQU7JIZEhNsM1vFs,124.026,0.586,-5.079,0.444,2
6BSDpXlm2gtorEzoH4RNHw,110.479,0.212,-11.85,0.253,0
5I9Qa1LfGcQGCIC32lh9Ka,85.343,0.692,-5.324,0.465,2
3jHBgKdLCf46aP3HRI0WYv,115.962,0.696,-6.977,0.684,1
2vyyvsyMcJkcvxMKch8Q1e,153.239,0.758,-5.886,0.66,1
3JqpIjrQfmW68YkpxXWPL4,145.01,0.862,-4.114,0.438,1
